StartDate,EndDate,Status,IPAddress,,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q24,Q25,Q26,Q27,Q28,Q29,Q31,RandomSurveyID
2/24/2023 5:35,2/24/2023 6:05,IP Address,208.196.104.61,,100,1819,TRUE,2/24/2023 6:05,R_Q6pekNOpZpgDgVb,,,,,40.9922,-73.9748,anonymous,EN,0.899999976,25-34,I don’t know,Bachelor’s Degree,1993,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use keep multiple copies of my files on my computer",Daily,Within a day,"Attempting to inform people about the use of proper security policies, processes, and procedures",Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application that generates a one-time code","I use personal information (names of pets, children, or friends) as all or part of my password,I use a unique complex password for my accounts",I use a password manager,I have received security awareness training within the past 6 months,No,No,No,0,No,Yes,No,Somewhat likely,Strongly agree,Somewhat agree,27048
2/24/2023 6:54,2/24/2023 6:58,IP Address,69.140.201.74,,100,185,TRUE,2/24/2023 6:58,R_2zdOX2txFII6abK,,,,,39.3248,-76.6062,anonymous,EN,0.899999976,25-34,Baltimore City,Bachelor’s Degree,1989,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house",Monthly,Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code",I use a unique complex password for my accounts,I remember my passwords,I have never received security awareness training.,No,I don't know,No,0,Yes,No,I don't know,I don't know,Strongly agree,Somewhat agree,37125
2/24/2023 6:44,2/24/2023 6:59,IP Address,73.200.0.60,,100,882,TRUE,2/24/2023 6:59,R_3y2eCU8NLPux9aV,,,,,38.9886,-77.0241,anonymous,EN,1,25-34,Montgomery County,Bachelor’s Degree,1992,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use keep multiple copies of my files on my computer",Daily,Within in a week,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code,I use a unique complex password for my accounts,I remember my passwords,I have received security awareness training a year or more ago,No,No,No,0,Yes,No,No,Somewhat likely,Strongly agree,Somewhat agree,74453
2/24/2023 7:45,2/24/2023 7:55,IP Address,191.101.191.78,,100,606,TRUE,2/24/2023 7:55,R_2dWkJhOht6rHGcq,,,,,42.0048,-87.9954,anonymous,EN,0.800000012,18-24,Washington County,Bachelor’s Degree,1998,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use removable storage that I keep in a location other than my house,I use keep multiple copies of my files on my computer","Continuously,Daily,Weekly,Monthly,Less often than monthly but at least once a year,Once a year or less frequently",Within in a week,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code","I use the same password for all of my accounts,I use the same password for most of my accounts,I use passwords that are similar but different for all of my accounts,I use personal information (names of pets, children, or friends) as all or part of my password,I use a unique complex password for my accounts","I remember my passwords,I write my passwords down,I use a password manager",I have received security awareness training within the past year,Yes,Yes,Yes,0,Yes,Yes,Yes,Extremely likely,Strongly agree,Strongly agree,29333
2/24/2023 7:38,2/24/2023 7:59,IP Address,208.196.122.202,,100,1283,TRUE,2/24/2023 7:59,R_3Gj08dtEy48mvhA,,,,,26.2462,-80.2652,anonymous,EN,0.899999976,25-34,Baltimore City,Bachelor’s Degree,1996,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Monthly,Within a month,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,I use the same password for most of my accounts,I remember my passwords,I have received security awareness training within the past month,No,No,No,0,Yes,Yes,No,Somewhat unlikely,Somewhat agree,Strongly agree,35274
2/24/2023 8:24,2/24/2023 8:28,IP Address,207.255.222.37,,100,247,TRUE,2/24/2023 8:28,R_2zkYuESLfBTaCdw,,,,,39.6545,-78.7665,anonymous,EN,1,25-34,Allegany County,Graduate Degree,1988,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Continuously,Within in a week,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code",I use a unique complex password for my accounts,I use a password manager,I have received security awareness training within the past month,No,Yes,No,0,No,No,Yes,Extremely likely,Strongly agree,Strongly agree,79818
2/24/2023 9:05,2/24/2023 9:11,IP Address,24.101.128.156,,100,347,TRUE,2/24/2023 9:11,R_3hycj8EtR9h4CjD,,,,,39.6022,-75.9529,anonymous,EN,1,45-54,Cecil County,Some College,1976,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house","Daily,Weekly",Within a month,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application that generates a one-time code",I use passwords that are similar but different for all of my accounts,"I remember my passwords,I use a password manager",I have never received security awareness training.,No,No,No,0,No,No,No,Somewhat unlikely,Somewhat agree,Somewhat agree,36624
2/24/2023 9:17,2/24/2023 9:24,IP Address,204.242.181.7,,100,428,TRUE,2/24/2023 9:24,R_2sbBevg3h17TM9e,,,,,40.7235,-73.7021,anonymous,EN,0.899999976,35-44,Washington County,Bachelor’s Degree,1980,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in a location other than my house,I use keep multiple copies of my files on my computer","Weekly,Monthly",Within a month,When a company makes a public announcement about something positive that has happened or is going to happen,When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When companies or individuals send out emails to promote or sell their products,The Frequent changing of a passwords so it is harder for an attacker to guess,I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,A hardware security token (e.g., YubiKey or Google Titan)","I use passwords that are similar but different for all of my accounts,I use personal information (names of pets, children, or friends) as all or part of my password",I use a password manager,I have received security awareness training within the past month,No,No,No,0,Yes,I don't know,I don't know,Extremely likely,Somewhat agree,Strongly agree,79603
2/24/2023 10:15,2/24/2023 10:19,IP Address,208.207.223.47,,100,252,TRUE,2/24/2023 10:19,R_DSkcLW1v4THPkyZ,,,,,40.7545,-73.3827,anonymous,EN,1,25-34,Anne Arundel County,Graduate Degree,1989,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Weekly,Within in a week,"Attempting to inform people about the use of proper security policies, processes, and procedures",Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code,I use the same password for most of my accounts,I remember my passwords,I have received security awareness training within the past month,No,Yes,No,0,Yes,No,I don't know,Somewhat unlikely,Strongly disagree,Somewhat agree,35199
2/24/2023 16:16,2/24/2023 16:23,IP Address,108.30.210.115,,100,425,TRUE,2/24/2023 16:23,R_31n2LXBJoQMwGt9,,,,,40.6994,-73.8883,anonymous,EN,0.5,25-34,Baltimore County,Bachelor’s Degree,1996,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Monthly,Within a month,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code",I use a unique complex password for my accounts,I remember my passwords,I have received security awareness training within the past month,No,Yes,No,0,Yes,No,Yes,Somewhat likely,Strongly agree,Strongly agree,48771
2/24/2023 21:49,2/24/2023 21:52,IP Address,209.196.180.26,,100,187,TRUE,2/24/2023 21:52,R_24vkhWVweXIqEbz,,,,,38.9456,-76.1997,anonymous,EN,0.899999976,18-24,Talbot County,Bachelor’s Degree,2000,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use keep multiple copies of my files on my computer",Less often than monthly but at least once a year,Within a month,I don’t know,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code",I use a unique complex password for my accounts,I use a password manager,I have never received security awareness training.,No,Yes,No,0,No,No,No,Somewhat likely,Somewhat agree,Somewhat agree,69066
2/24/2023 23:28,2/24/2023 23:43,IP Address,208.195.162.176,,100,911,TRUE,2/24/2023 23:43,R_2S7ZE3HSJCr76xl,,,,,37.7562,-121.77,anonymous,EN,0.899999976,25-34,Baltimore County,Graduate Degree,1989,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use keep multiple copies of my files on my computer","Daily,Weekly",Within a day,When a company makes a public announcement about something positive that has happened or is going to happen,When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When companies or individuals send out emails to promote or sell their products,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,I use passwords that are similar but different for all of my accounts,I remember my passwords,I have received security awareness training within the past month,No,No,No,0,No,No,No,Somewhat likely,Strongly agree,Strongly agree,63795
2/25/2023 6:13,2/25/2023 6:22,IP Address,71.179.188.10,,100,506,TRUE,2/25/2023 6:22,R_1QmeOTCNsJKifvs,,,,,39.3709,-76.8003,anonymous,EN,1,25-34,Baltimore County,Some College,1995,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Less often than monthly but at least once a year,Within a year,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application that generates a one-time code",I use a unique complex password for my accounts,I use a password manager,I have received security awareness training within the past year,No,No,No,0,Yes,No,Yes,Somewhat likely,Somewhat agree,Somewhat disagree,66971
2/25/2023 8:59,2/25/2023 9:01,IP Address,23.118.182.219,,100,145,TRUE,2/25/2023 9:01,R_reAVIakhd4i80KZ,,,,,38.267,-122.044,anonymous,EN,0.699999988,45-54,Prince Georges County,Bachelor’s Degree,1974,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in a location other than my house",Weekly,Within a month,I don’t know,I don’t know,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I don’t know.,I do not use multifactor authentication,I use the same password for all of my accounts,"I remember my passwords,I write my passwords down",I have received security awareness training within the past month,No,No,No,0,No,No,Yes,Somewhat likely,Strongly agree,Somewhat agree,34196
2/25/2023 8:44,2/25/2023 9:11,IP Address,172.58.253.205,,100,1600,TRUE,2/25/2023 9:11,R_sNA7BoBT6Iewwj7,,,,,35.2296,-80.843,anonymous,EN,0.899999976,18-24,Wicomico County,High School Diploma or GED,1998,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)","Weekly,Monthly",Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code,I use the same password for all of my accounts,I remember my passwords,I have never received security awareness training.,Yes,Yes,No,0,Yes,Yes,Yes,Somewhat likely,Somewhat agree,Neither agree nor disagree,53359
2/25/2023 9:54,2/25/2023 10:01,IP Address,73.87.134.207,,100,465,TRUE,2/25/2023 10:02,R_3MyRQLt1ydMmuUg,,,,,39.5372,-76.3605,anonymous,EN,1,55-64,Hartford County,Bachelor’s Degree,1966,I use removable storage that I keep in my house,Weekly,Within a year,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,I use the same password for most of my accounts,I remember my passwords,I have never received security awareness training.,No,Yes,No,0,Yes,Yes,Yes,Extremely likely,Neither agree nor disagree,Somewhat agree,50865
2/25/2023 12:29,2/25/2023 12:38,IP Address,68.33.15.250,,100,557,TRUE,2/25/2023 12:38,R_33fFzXgWZW0pKNr,,,,,39.1361,-77.2824,anonymous,EN,0.899999976,25-34,Montgomery County,Bachelor’s Degree,1989,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Less often than monthly but at least once a year,Within a year,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I do not use multifactor authentication.,I do not use multifactor authentication,I use passwords that are similar but different for all of my accounts,I write my passwords down,I don’t know.,No,I don't know,No,0,Yes,No,I don't know,Somewhat likely,Neither agree nor disagree,Somewhat disagree,73378
2/25/2023 14:52,2/25/2023 14:55,IP Address,73.191.3.106,,100,178,TRUE,2/25/2023 14:55,R_2tDNL6zZjTYAEKt,,,,,38.3523,-75.5386,anonymous,EN,0.699999988,25-34,Worcester County,Bachelor’s Degree,1993,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house",Continuously,Within in a week,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,A hardware security token (e.g., YubiKey or Google Titan)",I use a unique complex password for my accounts,I use a password manager,I have received security awareness training within the past year,No,Yes,No,0,No,No,Yes,Somewhat likely,Strongly agree,Strongly agree,66027
2/25/2023 18:47,2/25/2023 18:54,IP Address,71.200.91.122,,100,435,TRUE,2/25/2023 18:54,R_3PLk63P4RkHiWaw,,,,,38.5845,-76.8941,anonymous,EN,1,25-34,Charles County,Associates Degree,1994,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house",Less often than monthly but at least once a year,Within a year,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application that generates a one-time code",I use passwords that are similar but different for all of my accounts,I write my passwords down,I have received security awareness training a year or more ago,No,Yes,No,0,Yes,No,No,Somewhat likely,Somewhat agree,Neither agree nor disagree,67759
2/25/2023 18:55,2/25/2023 19:00,IP Address,76.151.56.228,,100,296,TRUE,2/25/2023 19:00,R_3D7UQrLtEh05V86,,,,,39.0462,-77.1195,anonymous,EN,1,35-44,Montgomery County,Some College,1983,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Continuously,I don’t know,I don’t know,I don’t know,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,Messages sent to my phone that contain a code,I use a unique complex password for my accounts,I use a password manager,I have received security awareness training a year or more ago,No,Yes,No,0,Yes,No,I don't know,Somewhat likely,Strongly agree,Somewhat agree,75630
2/25/2023 23:04,2/25/2023 23:09,IP Address,98.204.24.153,,100,284,TRUE,2/25/2023 23:09,R_ywk62eypwxysjHH,,,,,39.3408,-76.4078,anonymous,EN,1,25-34,Baltimore County,Some College,1988,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Continuously,Within a day,"Attempting to inform people about the use of proper security policies, processes, and procedures",I don’t know,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code",I use passwords that are similar but different for all of my accounts,I write my passwords down,I have received security awareness training within the past 6 months,I don't know,Yes,No,0,No,No,Yes,Somewhat likely,Somewhat agree,Neither agree nor disagree,44230
2/26/2023 13:31,2/26/2023 13:38,IP Address,38.134.123.29,,100,404,TRUE,2/26/2023 13:38,R_3F3dlIvbtUEmbjv,,,,,38.1932,-75.7028,anonymous,EN,1,55-64,Somerset County,Associates Degree,1962,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house",Less often than monthly but at least once a year,Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code,"I use passwords that are similar but different for all of my accounts,I use personal information (names of pets, children, or friends) as all or part of my password","I remember my passwords,I write my passwords down,I use a password manager",I have never received security awareness training.,No,I don't know,No,0,Yes,No,No,Somewhat likely,Somewhat agree,Somewhat disagree,35711
2/26/2023 15:12,2/26/2023 15:15,IP Address,68.83.222.121,,100,187,TRUE,2/26/2023 15:15,R_1mt0a0v7BznyomG,,,,,39.1361,-77.2824,anonymous,EN,0.800000012,18-24,Montgomery County,Some College,2003,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Weekly,Within a day,I don’t know,I don’t know,I don’t know,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,I use passwords that are similar but different for all of my accounts,I write my passwords down,I have never received security awareness training.,No,Yes,No,0,Yes,No,Yes,Extremely likely,Neither agree nor disagree,Strongly agree,39522
2/26/2023 19:55,2/26/2023 20:25,IP Address,109.94.216.130,,100,1815,TRUE,2/26/2023 20:25,R_VJaAozGKCZbpsOJ,,,,,34.0544,-118.2441,anonymous,EN,0.699999988,25-34,Howard County,Bachelor’s Degree,1997,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use keep multiple copies of my files on my computer","Continuously,Weekly",Within a day,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,The Frequent changing of a passwords so it is harder for an attacker to guess,I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in","I use personal information (names of pets, children, or friends) as all or part of my password,I use a unique complex password for my accounts","I remember my passwords,I write my passwords down",I have never received security awareness training.,No,No,No,0,No,No,No,Extremely unlikely,Strongly agree,Somewhat agree,44300
2/27/2023 7:32,2/27/2023 7:35,IP Address,68.33.198.84,,100,151,TRUE,2/27/2023 7:35,R_exNEM1vPCHe8jRv,,,,,39.3888,-76.4988,anonymous,EN,0.899999976,45-54,Baltimore County,Graduate Degree,1976,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house",Monthly,Within a month,Any action in which someone tries to convince another person to take an action which may not be in their best interests,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in",I use a unique complex password for my accounts,I use a password manager,I have received security awareness training within the past year,No,Yes,No,0,No,No,Yes,Neither likely nor unlikely,Strongly agree,Strongly agree,20769
11/2/2022 15:30,11/2/2022 15:48,IP Address,149.46.192.126,,97,1039,FALSE,11/9/2022 14:48,R_1jPw9qEWpNUyT41,,,,,,,anonymous,EN,1,45-54,Washington County,Bachelor’s Degree,1970,"I use removable storage that I keep in my house,I use keep multiple copies of my files on my computer",Weekly,Within in a week,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone sends an email specifically designed to belittle the recipient,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in","I use the same password for all of my accounts,I use personal information (names of pets, children, or friends) as all or part of my password",I write my passwords down,I have received security awareness training within the past month,I don't know,I don't know,I don't know,0,I don't know,No,Yes,Extremely likely,Somewhat agree,Somewhat agree,20330
11/2/2022 15:37,11/2/2022 15:50,IP Address,149.46.193.131,,97,767,FALSE,11/9/2022 14:50,R_ULNuYSDvdP9QWpX,,,,,,,anonymous,EN,1,25-34,Baltimore City,Bachelor’s Degree,1992,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Monthly,Within a month,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,When someone uses a different password for each web site they access,I use multifactor authentication on most of my online accounts.,An application that generates a one-time code,I use passwords that are similar but different for all of my accounts,I remember my passwords,I have received security awareness training within the past year,No,No,No,0,No,No,No,Somewhat likely,Strongly agree,Strongly agree,26581
11/2/2022 16:08,11/2/2022 16:22,IP Address,149.46.192.84,,97,843,FALSE,11/9/2022 15:22,R_emwau5S5ASlBdXr,,,,,,,anonymous,EN,0.899999976,18-24,Montgomery County,Bachelor’s Degree,2002,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use removable storage that I keep in a location other than my house,I use keep multiple copies of my files on my computer","Continuously,Daily,Less often than monthly but at least once a year,Once a year or less frequently",Within a day,When a company makes a public announcement about something positive that has happened or is going to happen,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,"I do not use multifactor authentication,Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code,A hardware security token (e.g., YubiKey or Google Titan)","I use the same password for most of my accounts,I use passwords that are similar but different for all of my accounts,I use personal information (names of pets, children, or friends) as all or part of my password,I use a unique complex password for my accounts","I remember my passwords,I write my passwords down",I have received security awareness training within the past year,Yes,Yes,Yes,0,Yes,Yes,Yes,Neither likely nor unlikely,Neither agree nor disagree,Somewhat disagree,60626
11/2/2022 16:25,11/2/2022 16:28,IP Address,73.173.229.102,,97,211,FALSE,11/9/2022 15:28,R_3ltveDNlp9XHour,,,,,,,anonymous,EN,0.899999976,18-24,Baltimore City,High School Diploma or GED,2000,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Daily,Within a day,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in",I use a unique complex password for my accounts,I remember my passwords,I have received security awareness training within the past year,No,No,No,0,Yes,No,Yes,Extremely unlikely,Strongly agree,Strongly agree,72622
11/2/2022 16:05,11/2/2022 16:31,IP Address,208.218.230.197,,97,1567,FALSE,11/9/2022 15:31,R_271Nnl0Kr9LLiGz,,,,,,,anonymous,EN,1,25-34,Baltimore County,Bachelor’s Degree,1994,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use keep multiple copies of my files on my computer",Monthly,Within a month,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I do not use multifactor authentication.,I do not use multifactor authentication,I use a unique complex password for my accounts,"I remember my passwords,I write my passwords down",I have never received security awareness training.,No,No,No,0,No,No,No,Somewhat unlikely,Somewhat disagree,Neither agree nor disagree,67011
11/2/2022 18:14,11/2/2022 18:17,IP Address,208.218.229.9,,97,174,FALSE,11/9/2022 17:17,R_8bO62Jy0ALeUooh,,,,,,,anonymous,EN,0.699999988,25-34,Fredrick County,Bachelor’s Degree,1988,"I use removable storage that I keep in my house,I use removable storage that I keep in a location other than my house,I use keep multiple copies of my files on my computer",Weekly,Within in a week,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,When someone uses a different password for each web site they access,I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,I use the same password for all of my accounts,I write my passwords down,I have received security awareness training within the past 6 months,No,No,No,0,Yes,I don't know,No,Somewhat likely,Neither agree nor disagree,Somewhat agree,66765
