ResponseId,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q24,Q25,Q26,Q27,Q28,Q29,Q31,RandomSurveyID
R_3lSPzd3H1bXVT27,25-34,Baltimore County,Graduate Degree,1991,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Weekly,Within a day,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code,I use a unique complex password for my accounts,I remember my passwords,I have received security awareness training within the past month,No,No,No,0,Yes,No,No,Neither likely nor unlikely,Somewhat agree,Neither agree nor disagree,74512
R_sGocBnOEad143Qd,35-44,Baltimore County,Graduate Degree,1986,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I keep multiple copies of my files on my computer",Less often than monthly but at least once a year,Within a year,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,I use passwords that are similar but different for all of my accounts,I remember my passwords,I have received security awareness training within the past 6 months,No,Yes,No,0,Yes,No,Yes,Extremely likely,Somewhat agree,Somewhat agree,66450
R_USKyqx5oQSzYOWt,45-54,Washington County,High School Diploma or GED,1969,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house",Less often than monthly but at least once a year,Within a month,Any action in which someone tries to convince another person to take an action which may not be in their best interests,I don’t know,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code;An application that generates a one-time code,I use passwords that are similar but different for all of my accounts,I write my passwords down,I have never received security awareness training.,Yes,Yes,Yes,100,Yes,No,Yes,Extremely likely,Strongly agree,Somewhat agree,44848
R_3Mb8vE3D5SFZ3i2,45-54,Washington County,Some College,1990,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Once a year or less frequently,Within a year,"Attempting to inform people about the use of proper security policies, processes, and procedures",I don’t know,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I do not use multifactor authentication.,Messages sent to my phone that contain a code,I use the same password for all of my accounts;I use passwords that are similar but different for all of my accounts,I remember my passwords,I have received security awareness training within the past month,No,Yes,I don't know,100,Yes,No,I don't know,Extremely unlikely,Strongly agree,Somewhat agree,21576
R_2wuZcpf2nTeF1If,35-44,Baltimore County,Bachelor’s Degree,1986,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house",Once a year or less frequently,More than a year ago,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,Messages sent to my phone that contain a code,I use a unique complex password for my accounts,I use a password manager,I have received security awareness training a year or more ago,No,Yes,No,0,No,No,Yes,Somewhat unlikely,Somewhat agree,Neither agree nor disagree,23214
R_3kFYwfDfwGdokQc,25-34,Baltimore County,Do not have a HS Diploma or GED,1989,I use removable storage that I keep in my house,Once a year or less frequently,I don’t know,I don’t know,I don’t know,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,I use passwords that are similar but different for all of my accounts,I remember my passwords;I write my passwords down,I have never received security awareness training.,No,Yes,No,0,I don't know,Yes,Yes,Somewhat likely,Somewhat agree,Somewhat agree,73206
R_3foUTVXPlovyFpr,18-24,Montgomery County,Graduate Degree,1998,I do not back up my data,I do not back up my data,I do not back up my data,Any action in which someone tries to convince another person to take an action which may not be in their best interests,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code,I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts,I remember my passwords,I have received security awareness training within the past month,No,No,No,0,Yes,No,Yes,Extremely unlikely,Somewhat agree,Somewhat disagree,48880
R_27UOlLFaDyremdu,25-34,Calvert County,Graduate Degree,1995,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in a location other than my house",Weekly,Within in a week,When a company makes a public announcement about something positive that has happened or is going to happen,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code,I use the same password for most of my accounts,I remember my passwords,I have never received security awareness training.,No,No,No,0,No,No,No,Extremely likely,Somewhat agree,Strongly agree,61185
R_33mBQnYvG0qDOEO,65-75,Washington County,Bachelor’s Degree,1950,I do not back up my data,I do not back up my data,I do not back up my data,I don’t know,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code,I use a unique complex password for my accounts,I write my passwords down,I have never received security awareness training.,No,Yes,No,0,Yes,No,Yes,Somewhat likely,Somewhat disagree,Neither agree nor disagree,23164
R_AHwMJqYZsI2lreV,35-44,Howard County,Bachelor’s Degree,1987,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Continuously,Within a year,"Attempting to inform people about the use of proper security policies, processes, and procedures",Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code;An application that generates a one-time code;A hardware security token (e.g., YubiKey or Google Titan)",I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts,I remember my passwords;I write my passwords down;I use a password manager,I have received security awareness training within the past 6 months,No,No,No,0,No,No,No,Neither likely nor unlikely,Strongly agree,Strongly agree,40741
R_3JhjI5H6lFWQMAf,45-54,Harford County,Bachelor’s Degree,1972,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house",Continuously,Within a day,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code,I use a unique complex password for my accounts,I remember my passwords;I write my passwords down,I have received security awareness training within the past month,No,Yes,No,0,Yes,No,Yes,Extremely likely,Strongly agree,Somewhat agree,29400
R_paXfkhR5wCdE7FD,55-64,Frederick County,Bachelor’s Degree,1964,I use removable storage that I keep in a location other than my house,Daily,Within a day,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,"A hardware security token (e.g., YubiKey or Google Titan)",I use a unique complex password for my accounts,I remember my passwords,I have received security awareness training a year or more ago,No,No,No,0,No,No,No,Somewhat likely,Strongly agree,Strongly agree,73512
R_3KUzgFkzr3M3dQY,45-54,Allegany County,Bachelor’s Degree,1972,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer",Daily;Weekly;Monthly;Less often than monthly but at least once a year;Once a year or less frequently,Within in a week,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I use multifactor authentication wherever it is offered to me.,"Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code;A hardware security token (e.g., YubiKey or Google Titan)","I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password;I use a unique complex password for my accounts",I remember my passwords;I use a password manager,I have never received security awareness training.,Yes,Yes,Yes,20000,Yes,Yes,Yes,Somewhat likely,Somewhat agree,Somewhat agree,23059
R_2qxBFAdaCa9X2Ym,18-24,Talbot County,Bachelor’s Degree,2001,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in a location other than my house",Weekly,Within in a week,I don’t know,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code,I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts,I write my passwords down;I use a password manager,I have received security awareness training within the past 6 months,No,No,No,0,Yes,Yes,Yes,Somewhat likely,Somewhat agree,Neither agree nor disagree,77355
R_3lWdw3358h15luW,18-24,Anne Arundel County,Some College,2001,I do not back up my data,I do not back up my data,More than a year ago,"Attempting to inform people about the use of proper security policies, processes, and procedures",Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code,I use a unique complex password for my accounts,I use a password manager,I have never received security awareness training.,No,I don't know,No,0,I don't know,No,No,Somewhat unlikely,Strongly agree,Somewhat disagree,70003
R_6G0KoulJH51rvOh,25-34,Washington County,Graduate Degree,1992,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer",Weekly,Within in a week,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code,I use a unique complex password for my accounts,I remember my passwords,I have received security awareness training within the past year,No,Yes,No,0,Yes,Yes,No,Somewhat likely,Strongly agree,Strongly agree,26065
R_1nUxzKgqRDeN2yu,35-44,Baltimore City,Graduate Degree,1978,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house",Weekly;Monthly,Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code;An application that generates a one-time code,I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts,I remember my passwords;I write my passwords down,I have received security awareness training within the past 6 months,No,No,No,0,I don't know,No,I don't know,Extremely unlikely,Strongly agree,Strongly agree,73218
R_2uWWTEFVJQyvJ7j,25-34,Cecil County,High School Diploma or GED,1991,I do not back up my data,I do not back up my data,I do not back up my data,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code,I use the same password for all of my accounts,I remember my passwords,I have never received security awareness training.,I don't know,No,No,0,No,No,I don't know,Somewhat likely,Somewhat agree,Somewhat disagree,55861
R_DHtyBFPbc8VgjQd,35-44,Prince George's County,Bachelor’s Degree,1986,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer",Continuously;Daily;Weekly;Monthly;Less often than monthly but at least once a year;Once a year or less frequently,Within a month,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When companies or individuals send out emails to promote or sell their products,When someone uses a different password for each web site they access,I use multifactor authentication on my important online accounts.,"I do not use multifactor authentication;Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code;A hardware security token (e.g., YubiKey or Google Titan)","I use the same password for all of my accounts;I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password;I use a unique complex password for my accounts",I remember my passwords;I write my passwords down;I use a password manager,I have received security awareness training within the past month,No,No,No,0,Yes,No,No,Somewhat likely,Somewhat agree,Strongly agree,36795
R_3qW01Ei5Zta4FWS,18-24,Montgomery County,Some College,2002,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I keep multiple copies of my files on my computer",Once a year or less frequently,Within a year,I don’t know,When someone sends an email specifically designed to belittle the recipient,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code,"I use passwords that are similar but different for all of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password;I use a unique complex password for my accounts",I remember my passwords,I don’t know.,No,No,I don't know,200,Yes,No,No,Neither likely nor unlikely,Somewhat agree,Neither agree nor disagree,58953
R_2Cv1XyYKbLxux5L,55-64,Washington County,Graduate Degree,1967,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer",Continuously;Daily;Weekly;Monthly;Less often than monthly but at least once a year;Once a year or less frequently,Within in a week,When a company makes a public announcement about something positive that has happened or is going to happen,When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I do not use multifactor authentication.,"I do not use multifactor authentication;Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code;A hardware security token (e.g., YubiKey or Google Titan)","I use the same password for all of my accounts;I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password;I use a unique complex password for my accounts",I remember my passwords;I write my passwords down;I use a password manager,I have received security awareness training within the past month,Yes,Yes,Yes,0,Yes,Yes,Yes,Extremely likely,Strongly agree,Strongly agree,60366
R_2dgpbHpmJWNukoc,55-64,Queen Anne's County,Graduate Degree,1965,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer;I do not back up my data",Monthly,Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code;A hardware security token (e.g., YubiKey or Google Titan)","I use the same password for all of my accounts;I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password;I use a unique complex password for my accounts",I remember my passwords;I use a password manager,I have received security awareness training within the past year,No,No,Yes,5000,Yes,Yes,Yes,Somewhat likely,Somewhat agree,Neither agree nor disagree,66085
R_1Pc4PaVl84Q3KB2,45-54,Washington County,Graduate Degree,1971,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I keep multiple copies of my files on my computer",Continuously;Daily;Monthly;Less often than monthly but at least once a year,Within in a week,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When companies or individuals send out emails to promote or sell their products,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,I do not use multifactor authentication;An application on my phone that verifies I am logging in;An application that generates a one-time code,"I use the same password for most of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password",I write my passwords down;I use a password manager,I have received security awareness training within the past 6 months,Yes,I don't know,No,5,Yes,Yes,No,Extremely likely,Neither agree nor disagree,Somewhat agree,53528
R_AzIpe1fgPjGdQl3,45-54,Queen Anne's County,Bachelor’s Degree,1974,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer",Monthly,Within a month,When a company makes a public announcement about something positive that has happened or is going to happen,When someone sends an email specifically designed to belittle the recipient,When a someone fraudulently sends email to people to convince them to take an action which may harm them,When someone uses a different password for each web site they access,I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code;A hardware security token (e.g., YubiKey or Google Titan)","I use the same password for all of my accounts;I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password;I use a unique complex password for my accounts",I remember my passwords;I write my passwords down;I use a password manager,I have received security awareness training within the past month,No,No,No,0,Yes,Yes,Yes,Extremely likely,Strongly agree,Somewhat agree,68849
R_1q9DcG95WfKjQle,35-44,Baltimore County,Graduate Degree,1978,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Continuously,Within a day,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,An application on my phone that verifies I am logging in;An application that generates a one-time code,I use passwords that are similar but different for all of my accounts;I use a unique complex password for my accounts,I remember my passwords;I use a password manager,I have received security awareness training within the past month,No,Yes,No,0,Yes,No,Yes,Extremely likely,Strongly agree,Somewhat agree,42290
R_1d19ITS3a2g2frw,18-24,Howard County,Graduate Degree,1999,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I keep multiple copies of my files on my computer",Monthly,Within a month,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When a someone fraudulently sends email to people to convince them to take an action which may harm them,The Frequent changing of a passwords so it is harder for an attacker to guess,I use multifactor authentication on most of my online accounts.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code,I use passwords that are similar but different for all of my accounts,I remember my passwords;I write my passwords down;I use a password manager,I have received security awareness training within the past 6 months,No,No,No,0,No,No,No,Extremely unlikely,Strongly agree,Strongly agree,62601
R_1PUy9rwBzcGhpH1,35-44,Allegany County,Some College,1986,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Daily,Within in a week,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When companies or individuals send out emails to promote or sell their products,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I do not use multifactor authentication.,An application on my phone that verifies I am logging in,"I use personal information (names of pets, children, or friends) as all or part of my password",I write my passwords down,I have received security awareness training within the past 6 months,Yes,Yes,Yes,500,Yes,Yes,Yes,Extremely likely,Strongly agree,Strongly agree,68031
R_2SkIPJTsLeKDR5L,55-64,Baltimore City,Graduate Degree,1961,I keep multiple copies of my files on my computer,Daily,Within a year,I don’t know,When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When companies or individuals send out emails to promote or sell their products,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I use multifactor authentication on most of my online accounts.,An application that generates a one-time code,"I use personal information (names of pets, children, or friends) as all or part of my password",I write my passwords down,I have never received security awareness training.,Yes,I don't know,No,0,No,No,No,Neither likely nor unlikely,Somewhat agree,Neither agree nor disagree,79446
R_sGs2uJsWp5MSDcd,25-34,Prince George's County,Associates Degree,1996,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Less often than monthly but at least once a year,Within a year,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code;An application that generates a one-time code,I use passwords that are similar but different for all of my accounts;I use a unique complex password for my accounts,I remember my passwords;I use a password manager,I have received security awareness training a year or more ago,No,No,Yes,500,No,No,No,Somewhat unlikely,Strongly agree,Neither agree nor disagree,39527
R_3HFRVrdpQZgQGAf,35-44,Garrett County,Bachelor’s Degree,1986,I use removable storage that I keep in my house;I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer,Daily;Weekly;Less often than monthly but at least once a year;I do not back up my data,Within a day,"Attempting to inform people about the use of proper security policies, processes, and procedures",Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,I don’t know,I do not use multifactor authentication.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in,"I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password",I remember my passwords;I write my passwords down,I have received security awareness training within the past 6 months,No,No,Yes,0,Yes,Yes,I don't know,Somewhat likely,Somewhat agree,Somewhat agree,47238
R_1rPnKGur8ubBlci,55-64,Baltimore City,Bachelor’s Degree,1960,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Less often than monthly but at least once a year,Within a year,"Attempting to inform people about the use of proper security policies, processes, and procedures",Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When companies or individuals send out emails to promote or sell their products,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,I use a unique complex password for my accounts,I remember my passwords,I have received security awareness training a year or more ago,No,I don't know,No,0,I don't know,No,Yes,Neither likely nor unlikely,Neither agree nor disagree,Somewhat agree,72455
R_w7wvSWMzFPjzQWJ,45-54,Washington County,Bachelor’s Degree,1969,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I keep multiple copies of my files on my computer",Monthly,Within a month,Any action in which someone tries to convince another person to take an action which may not be in their best interests,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,I do not use multifactor authentication;An application that generates a one-time code,"I use the same password for most of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password",I write my passwords down;I use a password manager,I have received security awareness training within the past 6 months,Yes,Yes,Yes,0,Yes,I don't know,I don't know,Somewhat unlikely,Strongly agree,Somewhat agree,74415
R_xg5dLm9mJ988zPX,25-34,Baltimore County,Bachelor’s Degree,1994,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I keep multiple copies of my files on my computer",Monthly;Less often than monthly but at least once a year,Within a year,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code,"I use personal information (names of pets, children, or friends) as all or part of my password;I use a unique complex password for my accounts",I write my passwords down;I use a password manager,I have received security awareness training within the past year,No,No,Yes,500,No,Yes,No,Somewhat unlikely,Neither agree nor disagree,Somewhat agree,56869
R_3HJJAoCm0Lwm9c5,35-44,Washington County,Graduate Degree,1987,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer",Continuously;Daily;Weekly;Monthly;Less often than monthly but at least once a year;Once a year or less frequently,Within in a week,"Attempting to inform people about the use of proper security policies, processes, and procedures",Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code;A hardware security token (e.g., YubiKey or Google Titan)","I use the same password for all of my accounts;I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password;I use a unique complex password for my accounts",I remember my passwords;I write my passwords down;I use a password manager,I have never received security awareness training.,Yes,Yes,Yes,50,Yes,Yes,Yes,Somewhat likely,Strongly agree,Strongly agree,43748
R_2rNOVSlBqvX5nx0,25-34,Baltimore County,Associates Degree,1997,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I keep multiple copies of my files on my computer",Monthly,Within in a week,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,An application that generates a one-time code,"I use passwords that are similar but different for all of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password",I remember my passwords,I have received security awareness training within the past 6 months,I don't know,I don't know,No,0,Yes,I don't know,Yes,Somewhat likely,Somewhat agree,Somewhat agree,48762
